symbol	date	closing_price
AAPL	2014-08-19	100.1
AAPL	2014-08-18	98.73
AAPL	2014-08-15	97.56
AAPL	2014-08-14	97.08
AAPL	2014-08-13	96.82
AAPL	2014-08-12	95.56
AAPL	2014-08-11	95.58
AAPL	2014-08-08	94.33
AAPL	2014-08-07	94.07
AAPL	2014-08-06	94.08
AAPL	2014-08-05	94.24
AAPL	2014-08-04	94.71
AAPL	2014-08-01	95.24
AAPL	2014-07-31	94.72
AAPL	2014-07-30	97.24
AAPL	2014-07-29	97.47
AAPL	2014-07-28	98.1
AAPL	2014-07-25	96.77
AAPL	2014-07-24	96.13
AAPL	2014-07-23	96.29
AAPL	2014-07-22	93.84
AAPL	2014-07-21	93.07
AAPL	2014-07-18	93.56
AAPL	2014-07-17	92.23
AAPL	2014-07-16	93.9
AAPL	2014-07-15	94.44
AAPL	2014-07-14	95.56
AAPL	2014-07-11	94.34
AAPL	2014-07-10	94.16
AAPL	2014-07-09	94.51
AAPL	2014-07-08	94.47
AAPL	2014-07-07	95.08
AAPL	2014-07-03	93.16
AAPL	2014-07-02	92.62
AAPL	2014-07-01	92.66
AAPL	2014-06-30	92.07
AAPL	2014-06-27	91.13
AAPL	2014-06-26	90.06
AAPL	2014-06-25	89.52
AAPL	2014-06-24	89.45
AAPL	2014-06-23	89.99
AAPL	2014-06-20	90.07
AAPL	2014-06-19	91.01
AAPL	2014-06-18	91.33
AAPL	2014-06-17	91.23
AAPL	2014-06-16	91.35
AAPL	2014-06-13	90.44
AAPL	2014-06-12	91.44
AAPL	2014-06-11	92.99
AAPL	2014-06-10	93.38
AAPL	2014-06-09	92.83
AAPL	2014-06-06	91.37
AAPL	2014-06-05	91.62
AAPL	2014-06-04	91.27
AAPL	2014-06-03	90.24
AAPL	2014-06-02	88.98
AAPL	2014-05-30	89.59
AAPL	2014-05-29	89.93
AAPL	2014-05-28	88.32
AAPL	2014-05-27	88.55
AAPL	2014-05-23	86.92
AAPL	2014-05-22	85.95
AAPL	2014-05-21	85.81
AAPL	2014-05-20	85.59
AAPL	2014-05-19	85.57
AAPL	2014-05-16	84.57
AAPL	2014-05-15	83.34
AAPL	2014-05-14	84.05
AAPL	2014-05-13	84.04
AAPL	2014-05-12	83.91
AAPL	2014-05-09	82.88
AAPL	2014-05-08	83.22
AAPL	2014-05-07	83.37
AAPL	2014-05-06	83.66
AAPL	2014-05-05	84.59
AAPL	2014-05-02	83.41
AAPL	2014-05-01	83.25
AAPL	2014-04-30	83.06
AAPL	2014-04-29	83.37
AAPL	2014-04-28	83.62
AAPL	2014-04-25	80.5
AAPL	2014-04-24	79.91
AAPL	2014-04-23	73.86
AAPL	2014-04-22	74.84
AAPL	2014-04-21	74.76
AAPL	2014-04-17	73.89
AAPL	2014-04-16	73.05
AAPL	2014-04-15	72.9
AAPL	2014-04-14	73.43
AAPL	2014-04-11	73.14
AAPL	2014-04-10	73.68
AAPL	2014-04-09	74.64
AAPL	2014-04-08	73.67
AAPL	2014-04-07	73.68
AAPL	2014-04-04	74.85
AAPL	2014-04-03	75.83
AAPL	2014-04-02	76.36
AAPL	2014-04-01	76.24
AAPL	2014-03-31	75.55
AAPL	2014-03-28	75.56
AAPL	2014-03-27	75.65
AAPL	2014-03-26	75.97
AAPL	2014-03-25	76.71
AAPL	2014-03-24	75.89
AAPL	2014-03-21	75
AAPL	2014-03-20	74.41
AAPL	2014-03-19	74.77
AAPL	2014-03-18	74.79
AAPL	2014-03-17	74.14
AAPL	2014-03-14	73.85
AAPL	2014-03-13	74.69
AAPL	2014-03-12	75.53
AAPL	2014-03-11	75.45
AAPL	2014-03-10	74.73
AAPL	2014-03-07	74.66
AAPL	2014-03-06	74.7
AAPL	2014-03-05	74.93
AAPL	2014-03-04	74.77
AAPL	2014-03-03	74.28
AAPL	2014-02-28	74.07
AAPL	2014-02-27	74.27
AAPL	2014-02-26	72.82
AAPL	2014-02-25	73.48
AAPL	2014-02-24	74.25
AAPL	2014-02-21	73.93
AAPL	2014-02-20	74.76
AAPL	2014-02-19	75.63
AAPL	2014-02-18	76.85
AAPL	2014-02-14	76.57
AAPL	2014-02-13	76.63
AAPL	2014-02-12	75.43
AAPL	2014-02-11	75.44
AAPL	2014-02-10	74.46
AAPL	2014-02-07	73.15
AAPL	2014-02-06	72.14
AAPL	2014-02-05	71.72
AAPL	2014-02-04	71.19
AAPL	2014-02-03	70.17
AAPL	2014-01-31	70.04
AAPL	2014-01-30	69.93
AAPL	2014-01-29	70.06
AAPL	2014-01-28	70.87
AAPL	2014-01-27	77.02
AAPL	2014-01-24	76.4
AAPL	2014-01-23	77.82
AAPL	2014-01-22	77.16
AAPL	2014-01-21	76.82
AAPL	2014-01-17	75.65
AAPL	2014-01-16	77.55
AAPL	2014-01-15	77.98
AAPL	2014-01-14	76.45
AAPL	2014-01-13	74.96
AAPL	2014-01-10	74.57
AAPL	2014-01-09	75.07
AAPL	2014-01-08	76.04
AAPL	2014-01-07	75.56
AAPL	2014-01-06	76.1
AAPL	2014-01-03	75.69
AAPL	2014-01-02	77.39
AAPL	2013-12-31	78.49
AAPL	2013-12-30	77.58
AAPL	2013-12-27	78.36
AAPL	2013-12-26	78.9
AAPL	2013-12-24	79.42
AAPL	2013-12-23	79.76
AAPL	2013-12-20	76.81
AAPL	2013-12-19	76.18
AAPL	2013-12-18	77.06
AAPL	2013-12-17	77.65
AAPL	2013-12-16	78
AAPL	2013-12-13	77.57
AAPL	2013-12-12	78.43
AAPL	2013-12-11	78.54
AAPL	2013-12-10	79.13
AAPL	2013-12-09	79.25
AAPL	2013-12-06	78.35
AAPL	2013-12-05	79.46
AAPL	2013-12-04	79.05
AAPL	2013-12-03	79.24
AAPL	2013-12-02	77.12
AAPL	2013-11-29	77.8
AAPL	2013-11-27	76.39
AAPL	2013-11-26	74.63
AAPL	2013-11-25	73.28
AAPL	2013-11-22	72.73
AAPL	2013-11-21	72.91
AAPL	2013-11-20	72.06
AAPL	2013-11-19	72.69
AAPL	2013-11-18	72.56
AAPL	2013-11-15	73.45
AAPL	2013-11-14	73.9
AAPL	2013-11-13	72.84
AAPL	2013-11-12	72.76
AAPL	2013-11-11	72.62
AAPL	2013-11-08	72.83
AAPL	2013-11-07	71.7
AAPL	2013-11-06	72.88
AAPL	2013-11-05	73.09
AAPL	2013-11-04	73.27
AAPL	2013-11-01	72.34
AAPL	2013-10-31	72.71
AAPL	2013-10-30	73.01
AAPL	2013-10-29	71.87
AAPL	2013-10-28	73.71
AAPL	2013-10-25	73.16
AAPL	2013-10-24	73.99
AAPL	2013-10-23	73.02
AAPL	2013-10-22	72.31
AAPL	2013-10-21	72.52
AAPL	2013-10-18	70.79
AAPL	2013-10-17	70.18
AAPL	2013-10-16	69.7
AAPL	2013-10-15	69.37
AAPL	2013-10-14	69
AAPL	2013-10-11	68.55
AAPL	2013-10-10	68.11
AAPL	2013-10-09	67.68
AAPL	2013-10-08	66.9
AAPL	2013-10-07	67.85
AAPL	2013-10-04	67.19
AAPL	2013-10-03	67.24
AAPL	2013-10-02	68.1
AAPL	2013-10-01	67.88
AAPL	2013-09-30	66.32
AAPL	2013-09-27	67.15
AAPL	2013-09-26	67.63
AAPL	2013-09-25	66.98
AAPL	2013-09-24	68.03
AAPL	2013-09-23	68.25
AAPL	2013-09-20	65.02
AAPL	2013-09-19	65.7
AAPL	2013-09-18	64.64
AAPL	2013-09-17	63.34
AAPL	2013-09-16	62.61
AAPL	2013-09-13	64.67
AAPL	2013-09-12	65.75
AAPL	2013-09-11	65.06
AAPL	2013-09-10	68.8
AAPL	2013-09-09	70.41
AAPL	2013-09-06	69.3
AAPL	2013-09-05	68.89
AAPL	2013-09-04	69.37
AAPL	2013-09-03	67.96
AAPL	2013-08-30	67.77
AAPL	2013-08-29	68.4
AAPL	2013-08-28	68.28
AAPL	2013-08-27	67.96
AAPL	2013-08-26	69.96
AAPL	2013-08-23	69.69
AAPL	2013-08-22	69.96
AAPL	2013-08-21	69.88
AAPL	2013-08-20	69.7
AAPL	2013-08-19	70.63
AAPL	2013-08-16	69.87
AAPL	2013-08-15	69.26
AAPL	2013-08-14	69.34
AAPL	2013-08-13	68.1
AAPL	2013-08-12	65.01
AAPL	2013-08-09	63.21
AAPL	2013-08-08	64.13
AAPL	2013-08-07	64.25
AAPL	2013-08-06	64.29
AAPL	2013-08-05	64.87
AAPL	2013-08-02	63.92
AAPL	2013-08-01	63.11
AAPL	2013-07-31	62.53
AAPL	2013-07-30	62.64
AAPL	2013-07-29	61.88
AAPL	2013-07-26	60.94
AAPL	2013-07-25	60.6
AAPL	2013-07-24	60.87
AAPL	2013-07-23	57.9
AAPL	2013-07-22	58.91
AAPL	2013-07-19	58.72
AAPL	2013-07-18	59.66
AAPL	2013-07-17	59.46
AAPL	2013-07-16	59.45
AAPL	2013-07-15	59.07
AAPL	2013-07-12	58.94
AAPL	2013-07-11	59.05
AAPL	2013-07-10	58.14
AAPL	2013-07-09	58.36
AAPL	2013-07-08	57.36
AAPL	2013-07-05	57.68
AAPL	2013-07-03	58.15
AAPL	2013-07-02	57.83
AAPL	2013-07-01	56.55
AAPL	2013-06-28	54.8
AAPL	2013-06-27	54.42
AAPL	2013-06-26	55.01
AAPL	2013-06-25	55.64
AAPL	2013-06-24	55.63
AAPL	2013-06-21	57.14
AAPL	2013-06-20	57.6
AAPL	2013-06-19	58.45
AAPL	2013-06-18	59.67
AAPL	2013-06-17	59.7
AAPL	2013-06-14	59.43
AAPL	2013-06-13	60.24
AAPL	2013-06-12	59.72
AAPL	2013-06-11	60.47
AAPL	2013-06-10	60.65
AAPL	2013-06-07	61.05
AAPL	2013-06-06	60.59
AAPL	2013-06-05	61.51
AAPL	2013-06-04	62.09
AAPL	2013-06-03	62.28
AAPL	2013-05-31	62.15
AAPL	2013-05-30	62.4
AAPL	2013-05-29	61.49
AAPL	2013-05-28	61
AAPL	2013-05-24	61.51
AAPL	2013-05-23	61.1
AAPL	2013-05-22	60.99
AAPL	2013-05-21	60.76
AAPL	2013-05-20	61.21
AAPL	2013-05-17	59.87
AAPL	2013-05-16	60.05
AAPL	2013-05-15	59.26
AAPL	2013-05-14	61.34
AAPL	2013-05-13	62.84
AAPL	2013-05-10	62.6
AAPL	2013-05-09	63.12
AAPL	2013-05-08	63.68
AAPL	2013-05-07	62.96
AAPL	2013-05-06	63.25
AAPL	2013-05-03	61.77
AAPL	2013-05-02	61.16
AAPL	2013-05-01	60.31
AAPL	2013-04-30	60.78
AAPL	2013-04-29	59.05
AAPL	2013-04-26	57.27
AAPL	2013-04-25	56.06
AAPL	2013-04-24	55.66
AAPL	2013-04-23	55.75
AAPL	2013-04-22	54.73
AAPL	2013-04-19	53.61
AAPL	2013-04-18	53.82
AAPL	2013-04-17	55.3
AAPL	2013-04-16	58.51
AAPL	2013-04-15	57.64
AAPL	2013-04-12	59
AAPL	2013-04-11	59.62
AAPL	2013-04-10	59.81
AAPL	2013-04-09	58.62
AAPL	2013-04-08	58.51
AAPL	2013-04-05	58.1
AAPL	2013-04-04	58.72
AAPL	2013-04-03	59.3
AAPL	2013-04-02	59
AAPL	2013-04-01	58.88
AAPL	2013-03-28	60.77
AAPL	2013-03-27	62.06
AAPL	2013-03-26	63.31
AAPL	2013-03-25	63.64
AAPL	2013-03-22	63.41
AAPL	2013-03-21	62.15
AAPL	2013-03-20	62.06
AAPL	2013-03-19	62.39
AAPL	2013-03-18	62.56
AAPL	2013-03-15	60.91
AAPL	2013-03-14	59.37
AAPL	2013-03-13	58.8
AAPL	2013-03-12	58.81
AAPL	2013-03-11	60.11
AAPL	2013-03-08	59.27
AAPL	2013-03-07	59.11
AAPL	2013-03-06	58.43
AAPL	2013-03-05	59.19
AAPL	2013-03-04	57.66
AAPL	2013-03-01	59.09
AAPL	2013-02-28	60.6
AAPL	2013-02-27	61.03
AAPL	2013-02-26	61.63
AAPL	2013-02-25	60.79
AAPL	2013-02-22	61.89
AAPL	2013-02-21	61.23
AAPL	2013-02-20	61.62
AAPL	2013-02-19	63.15
AAPL	2013-02-15	63.17
AAPL	2013-02-14	64.05
AAPL	2013-02-13	64.11
AAPL	2013-02-12	64.23
AAPL	2013-02-11	65.88
AAPL	2013-02-08	65.21
AAPL	2013-02-07	64.28
AAPL	2013-02-06	62.42
AAPL	2013-02-05	62.49
AAPL	2013-02-04	60.37
AAPL	2013-02-01	61.91
AAPL	2013-01-31	62.17
AAPL	2013-01-30	62.35
AAPL	2013-01-29	62.55
AAPL	2013-01-28	61.39
AAPL	2013-01-25	60.04
AAPL	2013-01-24	61.49
AAPL	2013-01-23	70.15
AAPL	2013-01-22	68.89
AAPL	2013-01-18	68.24
AAPL	2013-01-17	68.61
AAPL	2013-01-16	69.07
AAPL	2013-01-15	66.32
AAPL	2013-01-14	68.48
AAPL	2013-01-11	71.01
AAPL	2013-01-10	71.45
AAPL	2013-01-09	70.58
AAPL	2013-01-08	71.7
AAPL	2013-01-07	71.5
AAPL	2013-01-04	71.93
AAPL	2013-01-03	73.99
AAPL	2013-01-02	74.93
AAPL	2012-12-31	72.63
AAPL	2012-12-28	69.55
AAPL	2012-12-27	70.3
AAPL	2012-12-26	70.02
AAPL	2012-12-24	70.99
AAPL	2012-12-21	70.88
AAPL	2012-12-20	71.21
AAPL	2012-12-19	71.83
AAPL	2012-12-18	72.87
AAPL	2012-12-17	70.81
AAPL	2012-12-14	69.58
AAPL	2012-12-13	72.29
AAPL	2012-12-12	73.56
AAPL	2012-12-11	73.89
AAPL	2012-12-10	72.31
AAPL	2012-12-07	72.78
AAPL	2012-12-06	74.69
AAPL	2012-12-05	73.54
AAPL	2012-12-04	78.59
AAPL	2012-12-03	80.01
AAPL	2012-11-30	79.88
AAPL	2012-11-29	80.44
AAPL	2012-11-28	79.56
AAPL	2012-11-27	79.81
AAPL	2012-11-26	80.46
AAPL	2012-11-23	78
AAPL	2012-11-21	76.66
AAPL	2012-11-20	76.56
AAPL	2012-11-19	77.21
AAPL	2012-11-16	72.02
AAPL	2012-11-15	71.74
AAPL	2012-11-14	73.28
AAPL	2012-11-13	74.1
AAPL	2012-11-12	74.09
AAPL	2012-11-09	74.66
AAPL	2012-11-08	73.39
AAPL	2012-11-07	76.16
AAPL	2012-11-06	79.19
AAPL	2012-11-05	79.43
AAPL	2012-11-02	78.37
AAPL	2012-11-01	81.05
AAPL	2012-10-31	80.88
AAPL	2012-10-26	82.06
AAPL	2012-10-25	82.81
AAPL	2012-10-24	83.8
AAPL	2012-10-23	83.33
AAPL	2012-10-22	86.14
AAPL	2012-10-19	82.86
AAPL	2012-10-18	85.95
AAPL	2012-10-17	87.58
AAPL	2012-10-16	88.28
AAPL	2012-10-15	86.24
AAPL	2012-10-12	85.55
AAPL	2012-10-11	85.34
AAPL	2012-10-10	87.08
AAPL	2012-10-09	86.39
AAPL	2012-10-08	86.7
AAPL	2012-10-05	88.66
AAPL	2012-10-04	90.59
AAPL	2012-10-03	91.23
AAPL	2012-10-02	89.85
AAPL	2012-10-01	89.59
AAPL	2012-09-28	90.63
AAPL	2012-09-27	92.57
AAPL	2012-09-26	90.37
AAPL	2012-09-25	91.51
AAPL	2012-09-24	93.85
AAPL	2012-09-21	95.12
AAPL	2012-09-20	94.93
AAPL	2012-09-19	95.39
AAPL	2012-09-18	95.36
AAPL	2012-09-17	95.07
AAPL	2012-09-14	93.92
AAPL	2012-09-13	92.79
AAPL	2012-09-12	91
AAPL	2012-09-11	89.75
AAPL	2012-09-10	90.04
AAPL	2012-09-07	92.45
AAPL	2012-09-06	91.88
AAPL	2012-09-05	91.06
AAPL	2012-09-04	91.7
AAPL	2012-08-31	90.38
AAPL	2012-08-30	90.2
AAPL	2012-08-29	91.5
AAPL	2012-08-28	91.68
AAPL	2012-08-27	91.8
AAPL	2012-08-24	90.11
AAPL	2012-08-23	90.03
AAPL	2012-08-22	90.88
AAPL	2012-08-21	89.13
AAPL	2012-08-20	90.37
AAPL	2012-08-17	88.05
AAPL	2012-08-16	86.46
AAPL	2012-08-15	85.71
AAPL	2012-08-14	85.82
AAPL	2012-08-13	85.59
AAPL	2012-08-10	84.47
AAPL	2012-08-09	84.33
AAPL	2012-08-08	83.86
AAPL	2012-08-07	84
AAPL	2012-08-06	84.22
AAPL	2012-08-03	83.29
AAPL	2012-08-02	82.22
AAPL	2012-08-01	82.09
AAPL	2012-07-31	82.63
AAPL	2012-07-30	80.5
AAPL	2012-07-27	79.16
AAPL	2012-07-26	77.77
AAPL	2012-07-25	77.78
AAPL	2012-07-24	81.29
AAPL	2012-07-23	81.69
AAPL	2012-07-20	81.75
AAPL	2012-07-19	83.11
AAPL	2012-07-18	82.02
AAPL	2012-07-17	82.11
AAPL	2012-07-16	82.1
AAPL	2012-07-13	81.84
AAPL	2012-07-12	81.02
AAPL	2012-07-11	81.77
AAPL	2012-07-10	82.28
AAPL	2012-07-09	83.05
AAPL	2012-07-06	81.97
AAPL	2012-07-05	82.51
AAPL	2012-07-03	81.09
AAPL	2012-07-02	80.16
AAPL	2012-06-29	79.01
AAPL	2012-06-28	76.98
AAPL	2012-06-27	77.72
AAPL	2012-06-26	77.39
AAPL	2012-06-25	77.22
AAPL	2012-06-22	78.75
AAPL	2012-06-21	78.15
AAPL	2012-06-20	79.24
AAPL	2012-06-19	79.47
AAPL	2012-06-18	79.25
AAPL	2012-06-15	77.67
AAPL	2012-06-14	77.32
AAPL	2012-06-13	77.4
AAPL	2012-06-12	77.94
AAPL	2012-06-11	77.27
AAPL	2012-06-08	78.51
AAPL	2012-06-07	77.34
AAPL	2012-06-06	77.31
AAPL	2012-06-05	76.14
AAPL	2012-06-04	76.34
AAPL	2012-06-01	75.89
AAPL	2012-05-31	78.16
AAPL	2012-05-30	78.35
AAPL	2012-05-29	77.42
AAPL	2012-05-25	76.07
AAPL	2012-05-24	76.48
AAPL	2012-05-23	77.19
AAPL	2012-05-22	75.35
AAPL	2012-05-21	75.93
AAPL	2012-05-18	71.75
AAPL	2012-05-17	71.72
AAPL	2012-05-16	73.88
AAPL	2012-05-15	74.83
AAPL	2012-05-14	75.52
AAPL	2012-05-11	76.67
AAPL	2012-05-10	77.18
AAPL	2012-05-09	77
AAPL	2012-05-08	76.86
AAPL	2012-05-07	77.04
AAPL	2012-05-04	76.47
AAPL	2012-05-03	78.71
AAPL	2012-05-02	79.27
AAPL	2012-05-01	78.75
AAPL	2012-04-30	79
AAPL	2012-04-27	81.58
AAPL	2012-04-26	82.21
AAPL	2012-04-25	82.52
AAPL	2012-04-24	75.8
AAPL	2012-04-23	77.34
AAPL	2012-04-20	77.51
AAPL	2012-04-19	79.47
AAPL	2012-04-18	82.3
AAPL	2012-04-17	82.48
AAPL	2012-04-16	78.48
AAPL	2012-04-13	81.88
AAPL	2012-04-12	84.25
AAPL	2012-04-11	84.71
AAPL	2012-04-10	85.02
AAPL	2012-04-09	86.07
AAPL	2012-04-05	85.73
AAPL	2012-04-04	84.46
AAPL	2012-04-03	85.14
AAPL	2012-04-02	83.69
AAPL	2012-03-30	81.11
AAPL	2012-03-29	82.5
AAPL	2012-03-28	83.55
AAPL	2012-03-27	83.13
AAPL	2012-03-26	82.11
AAPL	2012-03-23	80.64
AAPL	2012-03-22	81.08
AAPL	2012-03-21	81.51
AAPL	2012-03-20	81.98
AAPL	2012-03-19	81.32
AAPL	2012-03-16	79.22
AAPL	2012-03-15	79.22
AAPL	2012-03-14	79.76
AAPL	2012-03-13	76.85
AAPL	2012-03-12	74.68
AAPL	2012-03-09	73.75
AAPL	2012-03-08	73.32
AAPL	2012-03-07	71.79
AAPL	2012-03-06	71.74
AAPL	2012-03-05	72.13
AAPL	2012-03-02	73.75
AAPL	2012-03-01	73.66
AAPL	2012-02-29	73.38
AAPL	2012-02-28	72.43
AAPL	2012-02-27	71.13
AAPL	2012-02-24	70.67
AAPL	2012-02-23	69.86
AAPL	2012-02-22	69.41
AAPL	2012-02-21	69.65
AAPL	2012-02-17	67.93
AAPL	2012-02-16	67.94
AAPL	2012-02-15	67.33
AAPL	2012-02-14	68.92
AAPL	2012-02-13	67.99
AAPL	2012-02-10	66.75
AAPL	2012-02-09	66.72
AAPL	2012-02-08	64.49
AAPL	2012-02-07	63.42
AAPL	2012-02-06	62.77
AAPL	2012-02-03	62.19
AAPL	2012-02-02	61.57
AAPL	2012-02-01	61.71
AAPL	2012-01-31	61.75
AAPL	2012-01-30	61.28
AAPL	2012-01-27	60.51
AAPL	2012-01-26	60.15
AAPL	2012-01-25	60.43
AAPL	2012-01-24	56.87
AAPL	2012-01-23	57.82
AAPL	2012-01-20	56.86
AAPL	2012-01-19	57.87
AAPL	2012-01-18	58.05
AAPL	2012-01-17	57.45
AAPL	2012-01-13	56.79
AAPL	2012-01-12	57.01
AAPL	2012-01-11	57.16
AAPL	2012-01-10	57.26
AAPL	2012-01-09	57.05
AAPL	2012-01-06	57.14
AAPL	2012-01-05	56.55
AAPL	2012-01-04	55.93
AAPL	2012-01-03	55.63
AAPL	2011-12-30	54.79
AAPL	2011-12-29	54.81
AAPL	2011-12-28	54.47
AAPL	2011-12-27	55
AAPL	2011-12-23	54.56
AAPL	2011-12-22	53.92
AAPL	2011-12-21	53.63
AAPL	2011-12-20	53.57
AAPL	2011-12-19	51.71
AAPL	2011-12-16	51.55
AAPL	2011-12-15	51.26
AAPL	2011-12-14	51.43
AAPL	2011-12-13	52.6
AAPL	2011-12-12	53.01
AAPL	2011-12-09	53.25
AAPL	2011-12-08	52.85
AAPL	2011-12-07	52.64
AAPL	2011-12-06	52.89
AAPL	2011-12-05	53.17
AAPL	2011-12-02	52.72
AAPL	2011-12-01	52.48
AAPL	2011-11-30	51.71
AAPL	2011-11-29	50.49
AAPL	2011-11-28	50.88
AAPL	2011-11-25	49.18
AAPL	2011-11-23	49.65
AAPL	2011-11-22	50.94
AAPL	2011-11-21	49.92
AAPL	2011-11-18	50.72
AAPL	2011-11-17	51.06
AAPL	2011-11-16	52.05
AAPL	2011-11-15	52.6
AAPL	2011-11-14	51.31
AAPL	2011-11-11	52.03
AAPL	2011-11-10	52.11
AAPL	2011-11-09	53.47
AAPL	2011-11-08	54.96
AAPL	2011-11-07	54.08
AAPL	2011-11-04	54.15
AAPL	2011-11-03	54.53
AAPL	2011-11-02	53.76
AAPL	2011-11-01	53.64
AAPL	2011-10-31	54.76
AAPL	2011-10-28	54.78
AAPL	2011-10-27	54.75
AAPL	2011-10-26	54.19
AAPL	2011-10-25	53.81
AAPL	2011-10-24	54.89
AAPL	2011-10-21	53.15
AAPL	2011-10-20	53.48
AAPL	2011-10-19	53.93
AAPL	2011-10-18	57.12
AAPL	2011-10-17	56.82
AAPL	2011-10-14	57.09
AAPL	2011-10-13	55.25
AAPL	2011-10-12	54.41
AAPL	2011-10-11	54.15
AAPL	2011-10-10	52.6
AAPL	2011-10-07	50.03
AAPL	2011-10-06	51.05
AAPL	2011-10-05	51.17
AAPL	2011-10-04	50.39
AAPL	2011-10-03	50.68
AAPL	2011-09-30	51.59
AAPL	2011-09-29	52.84
AAPL	2011-09-28	53.71
AAPL	2011-09-27	54.01
AAPL	2011-09-26	54.54
AAPL	2011-09-23	54.69
AAPL	2011-09-22	54.36
AAPL	2011-09-21	55.76
AAPL	2011-09-20	55.93
AAPL	2011-09-19	55.69
AAPL	2011-09-16	54.18
AAPL	2011-09-15	53.16
AAPL	2011-09-14	52.67
AAPL	2011-09-13	52.03
AAPL	2011-09-12	51.4
AAPL	2011-09-09	51.07
AAPL	2011-09-08	51.97
AAPL	2011-09-07	51.94
AAPL	2011-09-06	51.37
AAPL	2011-09-02	50.6
AAPL	2011-09-01	51.55
AAPL	2011-08-31	52.06
AAPL	2011-08-30	52.76
AAPL	2011-08-29	52.76
AAPL	2011-08-26	51.89
AAPL	2011-08-25	50.56
AAPL	2011-08-24	50.89
AAPL	2011-08-23	50.54
AAPL	2011-08-22	48.22
AAPL	2011-08-19	48.16
AAPL	2011-08-18	49.52
AAPL	2011-08-17	51.47
AAPL	2011-08-16	51.47
AAPL	2011-08-15	51.87
AAPL	2011-08-12	51
AAPL	2011-08-11	50.56
AAPL	2011-08-10	49.2
AAPL	2011-08-09	50.6
AAPL	2011-08-08	47.78
AAPL	2011-08-05	50.54
AAPL	2011-08-04	51.05
AAPL	2011-08-03	53.11
AAPL	2011-08-02	52.61
