Symbol,Date,Open,High,Low,Close,Adj Close,Volume
AAPL,1981-07-10,0.399554,0.399554,0.397321,0.397321,0.017882,13792800
AAPL,1981-07-13,0.406250,0.408482,0.406250,0.406250,0.018284,11435200
AAPL,1981-07-14,0.424107,0.428571,0.424107,0.424107,0.019087,4944800
AAPL,1981-07-15,0.435268,0.437500,0.435268,0.435268,0.019590,2738400
AAPL,1981-07-16,0.446429,0.450893,0.446429,0.446429,0.020092,3808000
AAPL,1981-07-17,0.462054,0.464286,0.462054,0.462054,0.020795,4956000
AAPL,1981-07-20,0.433036,0.433036,0.430804,0.430804,0.019389,5913600
AAPL,1981-07-21,0.430804,0.430804,0.428571,0.428571,0.019288,7985600
AAPL,1981-07-22,0.408482,0.408482,0.404018,0.404018,0.018183,5667200
AAPL,1981-07-23,0.415179,0.417411,0.415179,0.415179,0.018685,8612800
AAPL,1981-07-24,0.428571,0.430804,0.428571,0.428571,0.019288,7212800
AAPL,1981-07-27,0.446429,0.448661,0.446429,0.446429,0.020092,4334400
AAPL,1981-07-28,0.433036,0.433036,0.430804,0.430804,0.019389,5712000
AAPL,1981-07-29,0.426339,0.426339,0.424107,0.424107,0.019087,3875200
AAPL,1981-07-30,0.439732,0.444196,0.439732,0.439732,0.019791,2475200
AAPL,1981-07-31,0.446429,0.448661,0.446429,0.446429,0.020092,2738400
AAPL,1981-08-03,0.446429,0.446429,0.441964,0.441964,0.019891,3108000
AAPL,1981-08-04,0.448661,0.450893,0.448661,0.448661,0.020192,7918400
AAPL,1981-08-05,0.462054,0.464286,0.462054,0.462054,0.020795,4373600
AAPL,1981-08-06,0.453125,0.453125,0.450893,0.450893,0.020293,2632000
AAPL,1981-08-07,0.450893,0.453125,0.450893,0.450893,0.020293,2301600
AAPL,1981-08-11,0.441964,0.441964,0.437500,0.437500,0.019690,17864000
AAPL,1981-08-12,0.430804,0.430804,0.428571,0.428571,0.019288,6568800
AAPL,1981-08-13,0.417411,0.417411,0.415179,0.415179,0.018685,6871200
AAPL,1981-08-14,0.412946,0.412946,0.408482,0.408482,0.018384,6048000
AAPL,1981-08-17,0.399554,0.399554,0.395089,0.395089,0.017781,4726400
AAPL,1981-08-18,0.390625,0.390625,0.386161,0.386161,0.017380,4250400
AAPL,1981-08-19,0.386161,0.386161,0.381696,0.381696,0.017179,5168800
AAPL,1981-08-20,0.386161,0.388393,0.386161,0.386161,0.017380,4278400
AAPL,1981-08-21,0.363839,0.363839,0.359375,0.359375,0.016174,10477600
AAPL,1981-08-24,0.339286,0.339286,0.337054,0.337054,0.015169,5768000
AAPL,1981-08-25,0.345982,0.348214,0.345982,0.345982,0.015571,10175200
AAPL,1981-08-26,0.341518,0.341518,0.339286,0.339286,0.015270,8400000
AAPL,1981-08-27,0.341518,0.343750,0.341518,0.341518,0.015370,6479200
AAPL,1981-08-28,0.359375,0.361607,0.359375,0.359375,0.016174,9508800
AAPL,1981-08-31,0.359375,0.361607,0.359375,0.359375,0.016174,10236800
AAPL,1981-09-01,0.381696,0.383929,0.381696,0.381696,0.017179,9256800
AAPL,1981-09-02,0.388393,0.390625,0.388393,0.388393,0.017480,4844000
AAPL,1981-09-03,0.372768,0.372768,0.368304,0.368304,0.016576,9368800
AAPL,1981-09-04,0.366071,0.366071,0.363839,0.363839,0.016375,3813600
AAPL,1981-09-08,0.354911,0.354911,0.352679,0.352679,0.015873,6361600
AAPL,1981-09-09,0.352679,0.354911,0.352679,0.352679,0.015873,7632800
AAPL,1981-09-10,0.354911,0.357143,0.354911,0.354911,0.015973,8702400
AAPL,1981-09-11,0.352679,0.352679,0.350446,0.350446,0.015772,4384800
AAPL,1981-09-14,0.341518,0.341518,0.339286,0.339286,0.015270,6921600
AAPL,1981-09-15,0.332589,0.332589,0.330357,0.330357,0.014868,4877600
AAPL,1981-09-16,0.325893,0.325893,0.323661,0.323661,0.014567,4838400
AAPL,1981-09-17,0.316964,0.316964,0.314732,0.314732,0.014165,4844000
AAPL,1981-09-18,0.316964,0.319196,0.316964,0.316964,0.014265,6580000
AAPL,1981-09-21,0.319196,0.321429,0.319196,0.319196,0.014366,12258400
AAPL,1981-09-22,0.303571,0.303571,0.301339,0.301339,0.013562,11855200
AAPL,1981-09-23,0.299107,0.299107,0.294643,0.294643,0.013261,7050400
AAPL,1981-09-24,0.294643,0.294643,0.292411,0.292411,0.013160,4575200
AAPL,1981-09-25,0.258929,0.258929,0.254464,0.254464,0.011452,8652000
AAPL,1981-09-28,0.256696,0.258929,0.256696,0.256696,0.011553,22932000
AAPL,1981-09-29,0.270089,0.272321,0.270089,0.270089,0.012156,23671200
AAPL,1981-09-30,0.272321,0.274554,0.272321,0.272321,0.012256,12499200
AAPL,1981-10-01,0.272321,0.274554,0.272321,0.272321,0.012256,15282400
AAPL,1981-10-02,0.294643,0.296875,0.294643,0.294643,0.013261,11261600
AAPL,1981-10-05,0.303571,0.308036,0.303571,0.303571,0.013663,10774400
AAPL,1981-10-06,0.303571,0.303571,0.301339,0.301339,0.013562,7089600
AAPL,1981-10-07,0.319196,0.323661,0.319196,0.319196,0.014366,9710400
AAPL,1981-10-08,0.330357,0.332589,0.330357,0.330357,0.014868,7772800
AAPL,1981-10-09,0.332589,0.337054,0.332589,0.332589,0.014968,13630400
AAPL,1981-10-12,0.343750,0.345982,0.343750,0.343750,0.015471,6837600
AAPL,1981-10-13,0.343750,0.348214,0.343750,0.343750,0.015471,11048800
AAPL,1981-10-14,0.325893,0.325893,0.323661,0.323661,0.014567,7744800
AAPL,1981-10-15,0.330357,0.332589,0.330357,0.330357,0.014868,7358400
AAPL,1981-10-16,0.328125,0.328125,0.325893,0.325893,0.014667,9116800
AAPL,1981-10-19,0.332589,0.334821,0.332589,0.332589,0.014968,5146400
AAPL,1981-10-20,0.350446,0.352679,0.350446,0.350446,0.015772,8932000
AAPL,1981-10-21,0.350446,0.352679,0.350446,0.350446,0.015772,19224800
AAPL,1981-10-22,0.350446,0.350446,0.348214,0.348214,0.015672,8069600
AAPL,1981-10-23,0.341518,0.341518,0.339286,0.339286,0.015270,6977600
AAPL,1981-10-26,0.339286,0.341518,0.339286,0.339286,0.015270,6820800
AAPL,1981-10-27,0.345982,0.350446,0.345982,0.345982,0.015571,21397600
AAPL,1981-10-28,0.357143,0.359375,0.357143,0.357143,0.016074,11043200
AAPL,1981-10-29,0.354911,0.354911,0.352679,0.352679,0.015873,7621600
AAPL,1981-10-30,0.357143,0.359375,0.357143,0.357143,0.016074,13182400
AAPL,1981-11-02,0.357143,0.359375,0.357143,0.357143,0.016074,9228800
AAPL,1981-11-03,0.354911,0.354911,0.352679,0.352679,0.015873,7095200
AAPL,1981-11-04,0.345982,0.345982,0.343750,0.343750,0.015471,5952800
AAPL,1981-11-05,0.321429,0.321429,0.319196,0.319196,0.014366,5840800
AAPL,1981-11-06,0.321429,0.323661,0.321429,0.321429,0.014466,6148800
AAPL,1981-11-09,0.325893,0.328125,0.325893,0.325893,0.014667,5096000
AAPL,1981-11-10,0.328125,0.330357,0.328125,0.328125,0.014768,4188800
AAPL,1981-11-11,0.337054,0.339286,0.337054,0.337054,0.015169,6860000
AAPL,1981-11-12,0.348214,0.350446,0.348214,0.348214,0.015672,9979200
AAPL,1981-11-13,0.325893,0.325893,0.323661,0.323661,0.014567,5252800
AAPL,1981-11-16,0.321429,0.321429,0.319196,0.319196,0.014366,5639200
AAPL,1981-11-17,0.325893,0.328125,0.325893,0.325893,0.014667,8853600
AAPL,1981-11-18,0.337054,0.339286,0.337054,0.337054,0.015169,7285600
AAPL,1981-11-19,0.337054,0.339286,0.337054,0.337054,0.015169,10001600
AAPL,1981-11-20,0.339286,0.341518,0.339286,0.339286,0.015270,9525600
AAPL,1981-11-23,0.328125,0.328125,0.323661,0.323661,0.014567,5740000
AAPL,1981-11-24,0.323661,0.323661,0.321429,0.321429,0.014466,5538400
AAPL,1981-11-25,0.328125,0.330357,0.328125,0.328125,0.014768,13137600
AAPL,1981-11-27,0.337054,0.339286,0.337054,0.337054,0.015169,9312800
AAPL,1981-11-30,0.334821,0.334821,0.332589,0.332589,0.014968,5992000
AAPL,1981-12-01,0.332589,0.334821,0.332589,0.332589,0.014968,5846400
AAPL,1981-12-02,0.334821,0.337054,0.334821,0.334821,0.015069,9391200
AAPL,1981-12-03,0.332589,0.332589,0.330357,0.330357,0.014868,5107200
AAPL,1981-12-04,0.339286,0.341518,0.339286,0.339286,0.015270,34288800
AAPL,1981-12-07,0.341518,0.343750,0.341518,0.341518,0.015370,14823200
AAPL,1981-12-08,0.339286,0.339286,0.334821,0.334821,0.015069,12656000
AAPL,1981-12-09,0.337054,0.339286,0.337054,0.337054,0.015169,8568000
AAPL,1981-12-10,0.337054,0.339286,0.337054,0.337054,0.015169,9352000
AAPL,1981-12-11,0.337054,0.339286,0.334821,0.334821,0.015069,19023200
AAPL,1981-12-14,0.328125,0.328125,0.323661,0.323661,0.014567,6311200
AAPL,1981-12-15,0.332589,0.334821,0.332589,0.332589,0.014968,7828800
AAPL,1981-12-16,0.348214,0.350446,0.348214,0.348214,0.015672,16363200
AAPL,1981-12-17,0.377232,0.379464,0.377232,0.377232,0.016978,12863200
AAPL,1981-12-18,0.408482,0.410714,0.408482,0.408482,0.018384,17931200
AAPL,1981-12-21,0.392857,0.392857,0.390625,0.390625,0.017580,14100800
AAPL,1981-12-22,0.397321,0.399554,0.397321,0.397321,0.017882,13456800
AAPL,1981-12-23,0.390625,0.390625,0.388393,0.388393,0.017480,7224000
AAPL,1981-12-24,0.390625,0.392857,0.390625,0.390625,0.017580,7229600
AAPL,1981-12-28,0.377232,0.377232,0.372768,0.372768,0.016777,9144800
AAPL,1981-12-29,0.379464,0.383929,0.379464,0.379464,0.017078,6059200
AAPL,1981-12-30,0.395089,0.397321,0.395089,0.395089,0.017781,8047200
AAPL,1981-12-31,0.395089,0.397321,0.395089,0.395089,0.017781,13664000
AAPL,1982-01-04,0.395089,0.395089,0.392857,0.392857,0.017681,17813600
AAPL,1982-01-05,0.377232,0.377232,0.372768,0.372768,0.016777,8960000
AAPL,1982-01-06,0.370536,0.370536,0.368304,0.368304,0.016576,16520000
AAPL,1982-01-07,0.343750,0.343750,0.339286,0.339286,0.015270,17511200
AAPL,1982-01-08,0.354911,0.357143,0.354911,0.354911,0.015973,14151200
AAPL,1982-01-11,0.334821,0.334821,0.332589,0.332589,0.014968,8332800
AAPL,1982-01-12,0.323661,0.323661,0.321429,0.321429,0.014466,14980000
AAPL,1982-01-13,0.321429,0.321429,0.319196,0.319196,0.014366,10438400
AAPL,1982-01-14,0.334821,0.337054,0.334821,0.334821,0.015069,6428800
AAPL,1982-01-15,0.357143,0.361607,0.357143,0.357143,0.016074,11676000
AAPL,1982-01-18,0.363839,0.368304,0.363839,0.363839,0.016375,7000000
AAPL,1982-01-19,0.359375,0.359375,0.354911,0.354911,0.015973,13876800
AAPL,1982-01-20,0.361607,0.363839,0.361607,0.361607,0.016274,6456800
AAPL,1982-01-21,0.368304,0.370536,0.368304,0.368304,0.016576,8332800
AAPL,1982-01-22,0.370536,0.372768,0.370536,0.370536,0.016676,6064800
AAPL,1982-01-25,0.361607,0.361607,0.359375,0.359375,0.016174,11177600
AAPL,1982-01-26,0.350446,0.350446,0.345982,0.345982,0.015571,5303200
AAPL,1982-01-27,0.348214,0.352679,0.348214,0.348214,0.015672,7840000
AAPL,1982-01-28,0.359375,0.361607,0.359375,0.359375,0.016174,9900800
AAPL,1982-01-29,0.363839,0.366071,0.363839,0.363839,0.016375,13288800
AAPL,1982-02-01,0.363839,0.363839,0.359375,0.359375,0.016174,9632000
AAPL,1982-02-02,0.361607,0.366071,0.361607,0.361607,0.016274,13568800
AAPL,1982-02-03,0.361607,0.363839,0.361607,0.361607,0.016274,7868000
AAPL,1982-02-04,0.354911,0.354911,0.352679,0.352679,0.015873,5510400
AAPL,1982-02-05,0.352679,0.354911,0.352679,0.352679,0.015873,10074400
AAPL,1982-02-08,0.332589,0.332589,0.330357,0.330357,0.014868,7924000
AAPL,1982-02-09,0.330357,0.332589,0.330357,0.330357,0.014868,14476000
AAPL,1982-02-10,0.334821,0.337054,0.334821,0.334821,0.015069,9699200
AAPL,1982-02-11,0.332589,0.332589,0.330357,0.330357,0.014868,6132000
AAPL,1982-02-12,0.334821,0.337054,0.334821,0.334821,0.015069,4911200
AAPL,1982-02-16,0.330357,0.330357,0.328125,0.328125,0.014768,8579200
AAPL,1982-02-17,0.332589,0.334821,0.332589,0.332589,0.014968,6395200
AAPL,1982-02-18,0.337054,0.339286,0.337054,0.337054,0.015169,7095200
AAPL,1982-02-19,0.337054,0.337054,0.334821,0.334821,0.015069,3399200
AAPL,1982-02-22,0.332589,0.332589,0.330357,0.330357,0.014868,6658400
AAPL,1982-02-23,0.328125,0.328125,0.325893,0.325893,0.014667,8635200
AAPL,1982-02-24,0.328125,0.330357,0.328125,0.328125,0.014768,9486400
AAPL,1982-02-25,0.328125,0.328125,0.325893,0.325893,0.014667,7700000
AAPL,1982-02-26,0.325893,0.328125,0.325893,0.325893,0.014667,4356800
AAPL,1982-03-01,0.328125,0.330357,0.328125,0.328125,0.014768,8825600
AAPL,1982-03-02,0.328125,0.330357,0.328125,0.328125,0.014768,8702400
AAPL,1982-03-03,0.328125,0.330357,0.328125,0.328125,0.014768,5913600
AAPL,1982-03-04,0.323661,0.323661,0.321429,0.321429,0.014466,9592800
AAPL,1982-03-05,0.299107,0.299107,0.296875,0.296875,0.013361,11328800
AAPL,1982-03-08,0.294643,0.294643,0.292411,0.292411,0.013160,8786400
AAPL,1982-03-09,0.294643,0.296875,0.294643,0.294643,0.013261,13126400
AAPL,1982-03-10,0.292411,0.292411,0.290179,0.290179,0.013060,21733600
AAPL,1982-03-11,0.290179,0.294643,0.290179,0.290179,0.013060,5644800
AAPL,1982-03-12,0.274554,0.274554,0.272321,0.272321,0.012256,11636800
AAPL,1982-03-15,0.272321,0.272321,0.270089,0.270089,0.012156,12840800
AAPL,1982-03-16,0.267857,0.267857,0.265625,0.265625,0.011955,11788000
AAPL,1982-03-17,0.254464,0.254464,0.252232,0.252232,0.011352,12622400
AAPL,1982-03-18,0.272321,0.274554,0.272321,0.272321,0.012256,14084000
AAPL,1982-03-19,0.296875,0.299107,0.296875,0.296875,0.013361,16452800
AAPL,1982-03-22,0.319196,0.321429,0.319196,0.319196,0.014366,17298400
AAPL,1982-03-23,0.316964,0.316964,0.314732,0.314732,0.014165,13988800
AAPL,1982-03-24,0.299107,0.299107,0.296875,0.296875,0.013361,12902400
AAPL,1982-03-25,0.296875,0.296875,0.294643,0.294643,0.013261,21028000
AAPL,1982-03-26,0.292411,0.292411,0.290179,0.290179,0.013060,12695200
AAPL,1982-03-29,0.296875,0.299107,0.296875,0.296875,0.013361,16900800
AAPL,1982-03-30,0.301339,0.303571,0.301339,0.301339,0.013562,19488000
AAPL,1982-03-31,0.301339,0.303571,0.301339,0.301339,0.013562,12538400
AAPL,1982-04-01,0.316964,0.319196,0.316964,0.316964,0.014265,14784000
AAPL,1982-04-02,0.316964,0.319196,0.316964,0.316964,0.014265,21201600
AAPL,1982-04-05,0.316964,0.319196,0.316964,0.316964,0.014265,21660800
AAPL,1982-04-06,0.316964,0.316964,0.314732,0.314732,0.014165,17897600
AAPL,1982-04-07,0.312500,0.312500,0.310268,0.310268,0.013964,7274400
AAPL,1982-04-08,0.312500,0.314732,0.312500,0.312500,0.014064,5997600
AAPL,1982-04-12,0.312500,0.314732,0.310268,0.310268,0.013964,11076800
AAPL,1982-04-13,0.287946,0.287946,0.285714,0.285714,0.012859,21324800
AAPL,1982-04-14,0.287946,0.290179,0.287946,0.287946,0.012959,28397600
AAPL,1982-04-15,0.292411,0.294643,0.292411,0.292411,0.013160,41070400
AAPL,1982-04-16,0.301339,0.303571,0.301339,0.301339,0.013562,26012000
AAPL,1982-04-19,0.299107,0.299107,0.294643,0.294643,0.013261,10320800
AAPL,1982-04-20,0.283482,0.283482,0.281250,0.281250,0.012658,20137600
